303_0	['C(C=CN)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)(C)NC=CC#N)#N']	Deamination 3 (inverse)	-11.33
305_0	['C(C=CN)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)CNC=CC#N)#N']	Deamination 3 (inverse)	-92.77
305_1	['C(C=CN)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)CNC=CC#N)#N']	Michael Addition 2,0, 	-92.77
307_0	['C(C=CN)#N', 'C(C=CC#N)#N']	['C(C=CNC(C#N)CC#N)#N']	Deamination 3 (inverse)	-74.26
307_1	['C(C=CN)#N', 'C(C=CC#N)#N']	['C(C=CNC(C#N)CC#N)#N']	Michael Addition 2,0, 	-74.26
309_0	['C(C(C#N)=C)#N', 'C(CN)#N']	['C(C(C#N)(C)NCC#N)#N']	Deamination 3 (inverse)	122.89
311_0	['C(C(C#N)=C)#N', 'C(CN)#N']	['C(C(C#N)CNCC#N)#N']	Deamination 3 (inverse)	-29.15
311_1	['C(C(C#N)=C)#N', 'C(CN)#N']	['C(C(C#N)CNCC#N)#N']	Michael Addition 2,0, 	-29.15
313_0	['C(C=CC#N)#N', 'C(CN)#N']	['C(CC(C#N)NCC#N)#N']	Deamination 3 (inverse)	-0.86
313_1	['C(C=CC#N)#N', 'C(CN)#N']	['C(CC(C#N)NCC#N)#N']	Michael Addition 2,0, 	-0.86
314_0	['N', 'C(C(C#N)=C)#N']	['C(C(C#N)(C)N)#N']	Deamination 3 (inverse)	16.4
315_0	['N', 'C(C(C#N)=C)#N']	['C(C(C#N)CN)#N']	Deamination 3 (inverse)	1.56
315_1	['N', 'C(C(C#N)=C)#N']	['C(C(C#N)CN)#N']	Michael Addition 2,0, 	1.56
316_0	['N', 'C(C=CC#N)#N']	['C(CC(C#N)N)#N']	Deamination 3 (inverse)	37.84
316_1	['N', 'C(C=CC#N)#N']	['C(CC(C#N)N)#N']	Michael Addition 2,0, 	37.84
317_0	['C=O', 'C#N', 'C(C(N)=C)#N']	['O', 'C(C(NCC#N)=C)#N']	Strecker Synthesis	-130.02
318_0	['C=O', 'C#N', 'C(C=CN)#N']	['O', 'C(C=CNCC#N)#N']	Strecker Synthesis	-109.04
319_0	['C=O', 'C#N', 'C(N)=N']	['O', 'C(CNC=N)#N']	Strecker Synthesis	-251.26
320_0	['C=O', 'C#N', 'C#CC(N)=N']	['O', 'C(CNC(C#C)=N)#N']	Strecker Synthesis	-255.28
322_0	['C=O', 'C#N', 'C(CN)#N']	['O', 'C(CNCC#N)#N']	Strecker Synthesis	-334.29
323_0	['O', 'C(N)=N']	['N', 'C(N)=O']	Imine to Carbonyl	-55.04
323_1	['O', 'C(N)=N']	['N', 'C(N)=O']	Amidine to Amide Hydrolysis	-55.04
324_0	['O', 'C#CC(N)=N']	['N', 'C#CC(N)=O']	Imine to Carbonyl	272.43
324_1	['O', 'C#CC(N)=N']	['N', 'C#CC(N)=O']	Amidine to Amide Hydrolysis	272.43
326_0	['O', 'C(C=N)#N']	['N', 'C(C=O)#N']	Imine to Carbonyl	143.6
327_0	['O', 'C(C(N)=C)#N']	['C=C(C(N)=O)N']	Nitrile Hydrolysis	86.03
328_0	['O', 'C(C=CN)#N']	['C(N)=CC(N)=O']	Nitrile Hydrolysis	411.7
329_0	['O', 'C(C(C#N)=C)#N']	['C(C(C(N)=O)=C)#N']	Nitrile Hydrolysis	87.64
330_0	['O', 'C(C=CC#N)#N']	['C(C=CC(N)=O)#N']	Nitrile Hydrolysis	-125.82
332_0	['O', 'C(C=N)#N']	['C(C=N)(N)=O']	Nitrile Hydrolysis	179.16
334_0	['O', 'C(CO)#N']	['C(CO)(N)=O']	Nitrile Hydrolysis	0.91
336_0	['O', 'C(CN)#N']	['C(CN)(N)=O']	Nitrile Hydrolysis	308.39
338_0	['CO', 'C#CC(N)=O']	['C(CO)=CC(N)=O']	Michael Addition 1,2, 	-181.46
340_0	['C(CO)#N', 'C#CC(N)=O']	['C(C(C=CC(N)=O)O)#N']	Michael Addition 1,2, 	-337.1
342_0	['C(CN)#N', 'C#CC(N)=O']	['C(C(C=CC(N)=O)N)#N']	Michael Addition 1,2, 	-210.23
344_0	['C(C(N)=C)#N', 'C(N)=N']	['C(C(CNC=N)N)#N']	Michael Addition 2,0, 	-329.94
346_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C(C(CNC(C#C)=N)N)#N']	Michael Addition 2,0, 	-16.07
348_0	['C(C(C#N)=C)#N', 'C(N)=N']	['C(C(C#N)CNC=N)#N']	Michael Addition 2,0, 	-294.73
350_0	['C(C(C#N)=C)#N', 'C#CC(N)=N']	['C(C(C#N)CNC(C#C)=N)#N']	Michael Addition 2,0, 	-207.62
352_0	['C(C=CC#N)#N', 'C(N)=N']	['C(CC(C#N)NC=N)#N']	Michael Addition 2,0, 	-219.06
354_0	['C(C=CC#N)#N', 'C#CC(N)=N']	['C(CC(C#N)NC(C#C)=N)#N']	Michael Addition 2,0, 	-203.95
356_0	['CO', 'C(C(N)=C)#N']	['C(C(CCO)N)#N']	Michael Addition 2,2, 	-67.92
358_0	['CO', 'C(C=CN)#N']	['C(CC(CO)N)#N']	Michael Addition 2,2, 	-61.35
360_0	['CO', 'C(C(C#N)=C)#N']	['C(C(C#N)CCO)#N']	Michael Addition 2,2, 	128.61
362_0	['CO', 'C(C=CC#N)#N']	['C(C(CO)CC#N)#N']	Michael Addition 2,2, 	-22.14
364_0	['C(C(N)=C)#N', 'C(CO)#N']	['C(C(CC(C#N)O)N)#N']	Michael Addition 2,2, 	-37.08
366_0	['C(C(N)=C)#N', 'C(CN)#N']	['C(C(CC(C#N)N)N)#N']	Michael Addition 2,2, 	-91.73
368_0	['C(C=CN)#N', 'C(CO)#N']	['C(CC(C(C#N)O)N)#N']	Michael Addition 2,2, 	-53.24
370_0	['C(C=CN)#N', 'C(CN)#N']	['C(CC(C(C#N)N)N)#N']	Michael Addition 2,2, 	5.97
372_0	['C(C(C#N)=C)#N', 'C(CO)#N']	['C(C(C#N)CC(C#N)O)#N']	Michael Addition 2,2, 	-124.37
374_0	['C(C(C#N)=C)#N', 'C(CN)#N']	['C(C(C#N)CC(C#N)N)#N']	Michael Addition 2,2, 	183.12
376_0	['C(C=CC#N)#N', 'C(CO)#N']	['C(CC(C#N)C(C#N)O)#N']	Michael Addition 2,2, 	-298.59
378_0	['C(C=CC#N)#N', 'C(CN)#N']	['C(CC(C#N)C(C#N)N)#N']	Michael Addition 2,2, 	-161.54
380_0	['C#CC#N', 'CO']	['C(C=CCO)#N']	Michael Addition 3,2, 	-73.47
382_0	['C#CC#N', 'C(CO)#N']	['C(C=CC(C#N)O)#N']	Michael Addition 3,2, 	-233.91
384_0	['C#CC#N', 'C(CN)#N']	['C(C=CC(C#N)N)#N']	Michael Addition 3,2, 	-82.73
386_0	['C(C(C)=O)#N', 'C(C(C)=O)#N']	['C(C(C)(CC(C#N)=O)O)#N']	Aldol Condensation	-10.77
